Epoch,Train Loss,Val Loss,RMSE,MAE,Accuracy,R2,Expl.Var
1,11086.139921875,234549136.0,38.212100982666016,33.700130462646484,0.349412739276886,-1.3780875205993652,-4.392878532409668
2,6459.92865234375,138973600.0,29.41373062133789,24.51231575012207,0.4992109537124634,-0.8307236433029175,-2.038132429122925
3,3633.580234375,79646224.0,22.267250061035156,18.186479568481445,0.6208847761154175,-0.948372483253479,-1.2529642581939697
4,2134.4030029296873,52382672.0,18.058338165283203,14.481428146362305,0.6925443410873413,-0.5378766059875488,-0.5921272039413452
5,1446.7782763671876,40467088.0,15.87212085723877,12.432207107543945,0.7297661900520325,-0.29502785205841064,-0.29795587062835693
6,1120.85529296875,33892456.0,14.525647163391113,11.25946044921875,0.752690851688385,-0.09310543537139893,-0.0932999849319458
7,942.229638671875,30445200.0,13.767128944396973,10.354410171508789,0.7656051516532898,0.01802968978881836,0.018066585063934326
8,823.58708984375,27512704.0,13.087316513061523,9.691380500793457,0.7771794199943542,0.11423486471176147,0.1146780252456665
9,736.4933764648438,26050756.0,12.734859466552734,8.986519813537598,0.7831802368164062,0.17451035976409912,0.1779903769493103
10,670.93951171875,23551960.0,12.108699798583984,8.609910011291504,0.7938410639762878,0.24660885334014893,0.24916177988052368
11,614.7168237304687,21390120.0,11.539595603942871,8.22586727142334,0.8035304546356201,0.31325972080230713,0.3153489828109741
12,565.2115771484375,19654648.0,11.061565399169922,7.963728904724121,0.8116692304611206,0.3658214807510376,0.3664286136627197
13,519.3877490234376,18243734.0,10.657144546508789,7.588720321655273,0.8185547590255737,0.4116671085357666,0.41257530450820923
14,479.5992687988281,17081500.0,10.31209659576416,7.0851731300354,0.824429452419281,0.45324546098709106,0.45764994621276855
15,440.32562377929685,15826350.0,9.92600154876709,6.985540866851807,0.831002950668335,0.48869258165359497,0.48887819051742554
16,415.59865112304686,15073734.0,9.687113761901855,6.694045543670654,0.8350702524185181,0.513445258140564,0.514102578163147
17,393.82983642578125,14814529.0,9.603464126586914,6.759163856506348,0.8364944458007812,0.5213990211486816,0.5216159820556641
18,382.9335046386719,14232549.0,9.41294002532959,6.346773624420166,0.8397381901741028,0.5418646335601807,0.5440590381622314
19,370.5572302246094,13926074.0,9.311042785644531,6.25823450088501,0.8414731025695801,0.5518279075622559,0.5541839599609375
20,361.4108557128906,13992003.0,9.333056449890137,6.438779354095459,0.8410983085632324,0.5478678941726685,0.5479700565338135
21,353.63146118164065,13450313.0,9.150612831115723,6.112077236175537,0.8442045450210571,0.5667277574539185,0.5686072111129761
22,351.8433581542969,13132859.0,9.04198169708252,6.042191505432129,0.8460540175437927,0.5770970582962036,0.5792070627212524
23,342.20026611328126,12943721.0,8.976634979248047,6.082449913024902,0.8471665978431702,0.5817984342575073,0.5819859504699707
24,337.2626635742188,13093754.0,9.028509140014648,5.933265209197998,0.8462834358215332,0.5840487480163574,0.5942060947418213
25,332.33484741210935,12653454.0,8.875411987304688,6.006416320800781,0.8488900065422058,0.5910553932189941,0.591070294380188
26,323.8068701171875,12405760.0,8.788113594055176,5.893141269683838,0.850376307964325,0.5992261171340942,0.5994888544082642
27,319.2907989501953,12200214.0,8.715005874633789,5.778434753417969,0.8516210317611694,0.6065499782562256,0.6078702211380005
28,316.0940252685547,12099374.0,8.678915023803711,5.782043933868408,0.8522354960441589,0.6091510653495789,0.6094601154327393
29,310.3831994628906,11900592.0,8.607325553894043,5.674192428588867,0.8534543514251709,0.6163076162338257,0.6178019046783447
30,307.33500732421874,11797612.0,8.5700044631958,5.66952657699585,0.8540897369384766,0.6190540790557861,0.6196205615997314
31,303.1229638671875,11653406.0,8.517465591430664,5.636104106903076,0.8549842834472656,0.6236155033111572,0.6240285634994507
32,300.1803887939453,11545860.0,8.478072166442871,5.6541900634765625,0.8556549549102783,0.6268515586853027,0.6268673539161682
33,297.35838928222654,11407486.0,8.427115440368652,5.558711051940918,0.8565225601196289,0.6315262317657471,0.6318894624710083
34,294.83595275878906,11233051.0,8.362436294555664,5.503193378448486,0.8576237559318542,0.6373254060745239,0.6379817724227905
35,292.53989990234373,11520320.0,8.468689918518066,5.750930309295654,0.8558146953582764,0.6284023523330688,0.6296449899673462
36,288.82144958496093,11022872.0,8.283833503723145,5.462033271789551,0.8589620590209961,0.6438754200935364,0.6441115140914917
37,284.86377319335935,11499506.0,8.461036682128906,5.799771308898926,0.8559449911117554,0.6301126480102539,0.6331321001052856
