Epoch,Train Loss,Val Loss,RMSE,MAE,Accuracy,R2,Expl.Var
1,3650.8957775878907,18157622.0,14.997262954711914,11.0208101272583,0.7447165250778198,0.18100124597549438,0.25870639085769653
2,393.9190283203125,9441418.0,10.814367294311523,7.8827338218688965,0.8159177899360657,0.3914669156074524,0.3915589451789856
3,276.4122760009766,9358309.0,10.7666654586792,7.750645637512207,0.8167297840118408,0.39670711755752563,0.39672380685806274
4,266.05405578613284,9191402.0,10.670220375061035,7.6944499015808105,0.8183714747428894,0.40745341777801514,0.4074612855911255
5,262.61766052246094,9091943.0,10.612333297729492,7.549772262573242,0.8193568587303162,0.414645791053772,0.4152066707611084
6,259.23234924316404,8976527.0,10.544759750366211,7.459636688232422,0.8205070495605469,0.42285794019699097,0.4240031838417053
7,255.71620361328124,8801317.0,10.4413423538208,7.45881462097168,0.8222674131393433,0.432969868183136,0.43325960636138916
8,251.86300231933595,8659044.0,10.356607437133789,7.3617658615112305,0.8237098455429077,0.442579448223114,0.4432280659675598
9,247.84603149414062,8521294.0,10.27389907836914,7.257862567901611,0.8251176476478577,0.45235276222229004,0.4537649154663086
10,243.5673406982422,8307694.0,10.144315719604492,7.23938512802124,0.8273234367370605,0.4647868871688843,0.4651109576225281
11,238.80915283203126,8117325.5,10.02741527557373,7.170533657073975,0.8293132781982422,0.47688573598861694,0.4770672917366028
12,233.911337890625,7925676.5,9.908334732055664,7.062835693359375,0.8313403129577637,0.48939329385757446,0.4897300601005554
13,228.64136840820314,7704444.0,9.769068717956543,7.0114359855651855,0.8337109088897705,0.5033184289932251,0.5033326745033264
14,223.05085144042968,7500697.0,9.639029502868652,6.848255634307861,0.8359243869781494,0.5168541073799133,0.5172975063323975
15,217.15820495605467,7252065.5,9.477927207946777,6.760745525360107,0.8386666774749756,0.5325494408607483,0.5326414108276367
16,210.82200317382814,7005317.5,9.315291404724121,6.668513774871826,0.8414350748062134,0.5483784675598145,0.5483813285827637
17,204.40887634277342,6771136.0,9.1582670211792,6.473737716674805,0.844107985496521,0.563736081123352,0.5640750527381897
18,197.7684521484375,6508562.0,8.978939056396484,6.416868209838867,0.8471604585647583,0.5805037021636963,0.5806454420089722
19,191.30259704589844,6273531.5,8.815329551696777,6.252952575683594,0.8499454259872437,0.5955708622932434,0.5955963134765625
20,185.16444580078124,6057821.5,8.662450790405273,6.105708599090576,0.8525477647781372,0.6094627380371094,0.6094668507575989
21,179.68196044921876,5881437.0,8.535407066345215,5.954020023345947,0.8547102808952332,0.6209486722946167,0.6211407780647278
22,174.80070007324218,5704520.5,8.406052589416504,5.883512020111084,0.8569121360778809,0.6322559714317322,0.6322888135910034
23,170.5616162109375,5567571.0,8.304536819458008,5.7877912521362305,0.858640193939209,0.6410683393478394,0.6410727500915527
24,166.95035034179688,5444964.0,8.2125883102417,5.744058609008789,0.8602052927017212,0.6491304636001587,0.6494271755218506
25,163.73770080566408,5333441.0,8.128047943115234,5.683183670043945,0.8616443276405334,0.656387209892273,0.6568213701248169
26,160.7492889404297,5238429.0,8.05532455444336,5.566508769989014,0.8628822565078735,0.6623729467391968,0.6625449657440186
27,157.9102648925781,5139553.5,7.978940010070801,5.5177412033081055,0.8641824722290039,0.6686983108520508,0.6687763929367065
28,155.2873028564453,5042306.5,7.9030938148498535,5.4888529777526855,0.8654735088348389,0.6749687194824219,0.6750513315200806
29,152.8114483642578,4957248.0,7.836151599884033,5.444493770599365,0.8666130304336548,0.6804710626602173,0.6805957555770874
30,150.56924896240236,4876624.5,7.772167682647705,5.388397693634033,0.8677021265029907,0.6856356859207153,0.6856909394264221
31,148.84778930664064,4812443.5,7.72085428237915,5.316956996917725,0.8685755729675293,0.6899030804634094,0.6902481317520142
32,146.21085784912108,4728984.0,7.65361213684082,5.291234493255615,0.8697202205657959,0.6951297521591187,0.6951327323913574
33,144.10312255859375,4669428.0,7.605265140533447,5.234733581542969,0.8705431818962097,0.6991088390350342,0.6994360685348511
34,142.06484130859374,4592709.5,7.542529106140137,5.21749210357666,0.8716110587120056,0.7039178609848022,0.7039271593093872
35,140.16396423339845,4532306.5,7.492765426635742,5.205985069274902,0.8724581003189087,0.7079381942749023,0.7082536220550537
36,138.35005920410157,4466548.5,7.438211917877197,5.145462512969971,0.8733867406845093,0.7120593190193176,0.7120888233184814
37,136.46555511474608,4413685.0,7.394063472747803,5.135767459869385,0.8741382360458374,0.7156052589416504,0.71598219871521
38,134.81296875,4353940.5,7.3438496589660645,5.058271408081055,0.8749929666519165,0.719328761100769,0.7193843126296997
39,133.19178344726564,4297909.0,7.296442031860352,5.037720680236816,0.8757999539375305,0.7229211330413818,0.7229259014129639
40,131.58730743408202,4247778.0,7.2537641525268555,5.010403156280518,0.876526415348053,0.7261548042297363,0.7261642813682556
41,130.1497430419922,4208789.0,7.220396995544434,5.021825790405273,0.8770943880081177,0.7288791537284851,0.7294555306434631
42,128.82949432373047,4155985.5,7.174960613250732,4.9717206954956055,0.8778678178787231,0.7321328520774841,0.7323074340820312
43,127.29606323242187,4111624.75,7.136565208435059,4.912783145904541,0.8785213828086853,0.7349637746810913,0.735060453414917
44,126.04796325683594,4067329.75,7.098019599914551,4.910040855407715,0.8791775107383728,0.737809419631958,0.7378795146942139
45,124.76849243164062,4040696.75,7.074742317199707,4.857534885406494,0.8795737028121948,0.7397339344024658,0.7403945922851562
46,123.66930206298828,3989905.75,7.030137538909912,4.87092399597168,0.8803329467773438,0.7428286075592041,0.7429806590080261
47,122.43492370605469,3951000.25,6.9957780838012695,4.842759609222412,0.8809178471565247,0.7453107833862305,0.7453887462615967
48,121.4212713623047,3913703.25,6.962680339813232,4.804945945739746,0.8814812302589417,0.747692883014679,0.7477055788040161
49,120.32016571044922,3878254.25,6.931075572967529,4.783210277557373,0.8820192217826843,0.7499765753746033,0.7499843835830688
50,119.36761505126952,3844747.5,6.901069641113281,4.762280464172363,0.8825299739837646,0.7521370649337769,0.7521458864212036
51,118.28976196289062,3839728.0,6.896563529968262,4.823835372924805,0.8826066851615906,0.7528860569000244,0.7541912198066711
52,117.55974853515625,3798655.25,6.859578609466553,4.711488723754883,0.8832362294197083,0.7553876638412476,0.7562587261199951
53,116.51952514648437,3751174.75,6.8165740966796875,4.7125654220581055,0.8839682340621948,0.7581714987754822,0.7581868171691895
54,115.60108856201173,3721834.25,6.789863109588623,4.68960428237915,0.8844229578971863,0.7600582838058472,0.7600587606430054
55,114.69132507324218,3697236.75,6.767388820648193,4.656594276428223,0.8848055005073547,0.7617239356040955,0.7619797587394714
56,113.79726379394532,3669138.75,6.74162483215332,4.639831066131592,0.8852440118789673,0.7635247707366943,0.7637487649917603
57,113.34893035888672,3639950.5,6.714756011962891,4.623371124267578,0.8857014179229736,0.7653720378875732,0.7654861211776733
58,112.2445297241211,3611387.75,6.688358783721924,4.617757320404053,0.8861507177352905,0.7671787738800049,0.767179548740387
59,111.3291357421875,3601857.75,6.67952823638916,4.584721088409424,0.8863010406494141,0.7680372595787048,0.7688465118408203
60,110.62921844482422,3569515.25,6.649471282958984,4.6135077476501465,0.886812686920166,0.7699847221374512,0.7703419923782349
61,109.91861175537109,3537242.75,6.6193437576293945,4.561219692230225,0.8873255252838135,0.7719630002975464,0.7719780206680298
62,109.11844360351563,3514077.75,6.597633361816406,4.546882629394531,0.8876950740814209,0.7734536528587341,0.7734595537185669
63,108.40138641357422,3493286.75,6.578086853027344,4.522490978240967,0.8880277872085571,0.7748399376869202,0.7750039100646973
64,107.72616027832031,3468995.25,6.555176258087158,4.518422603607178,0.8884177803993225,0.7763591408729553,0.7763618230819702
65,107.12076202392578,3454470.0,6.54143762588501,4.533823490142822,0.8886516094207764,0.7773932814598083,0.7777372598648071
66,106.64160919189453,3430978.25,6.519157409667969,4.475480079650879,0.8890308737754822,0.7788967490196228,0.7792049050331116
67,105.85529113769532,3406154.5,6.49553108215332,4.480432987213135,0.8894330263137817,0.7804161310195923,0.7804391384124756
68,105.37548248291016,3400200.75,6.489851951599121,4.506668567657471,0.8895297050476074,0.7809674143791199,0.7815877199172974
69,104.9421890258789,3373185.25,6.46401834487915,4.434849262237549,0.8899694681167603,0.782631516456604,0.7829787731170654
70,104.33848205566406,3359232.25,6.45063591003418,4.4211249351501465,0.8901972770690918,0.783586859703064,0.7841381430625916
71,103.77658721923828,3351590.5,6.443294525146484,4.481354236602783,0.890322208404541,0.7841758131980896,0.785078763961792
72,103.1511605834961,3320580.25,6.413417339324951,4.397977828979492,0.8908308148384094,0.7860153317451477,0.7863418459892273
73,102.42776184082031,3300302.25,6.393804550170898,4.406919002532959,0.8911646604537964,0.7872381210327148,0.7872543334960938
74,101.96569213867187,3284802.25,6.378772735595703,4.377813339233398,0.8914205431938171,0.7882696390151978,0.7884058952331543
75,101.52117401123047,3269875.25,6.364262580871582,4.390273571014404,0.8916674852371216,0.7892157435417175,0.7892920970916748
76,101.2528237915039,3265408.0,6.3599138259887695,4.409773349761963,0.8917415142059326,0.7896314859390259,0.7901872992515564
77,100.66902465820313,3239490.25,6.33462381362915,4.364461898803711,0.8921720385551453,0.7911616563796997,0.7911895513534546
